Name,Link,Year,GRAPHICS PROCESSOR,CORES,TMUS,ROPS,MEMORY SIZE,MEMORY TYPE,BUS WIDTH,GPU Name,GPU Variant,Architecture,Foundry,Process Size,Transistors,Die Size,Release Date,Generation,Production,Launch Price,GPU Clock,Memory Clock,Memory Size,Memory Type,Memory Bus,Bandwidth,Shading Units,TMUs,ROPs,Compute Units,Pixel Rate,Texture Rate,FP32 (float) performance,Length,Width,Height,Weight,TDP,Outputs,DirectX,OpenGL,OpenCL,Vulkan,Shader Model,Bus Interface,Reviews,L1 Cache,L2 Cache,Slot Width,Suggested PSU,Power Connectors,Predecessor,Successor,FP64 (double) performance,Board Number,Base Clock,Boost Clock,PIXEL SHADERS,VERTEX SHADERS,Pixel Shaders,Vertex Shaders,Vertex Rate,Pixel Shader,Vertex Shader,Part Number
Radeon X850 XT,https://www.techpowerup.com/gpu-specs/radeon-x850-xt.c966,2004,R480,,16,16,256 MB,GDDR3,256 bit,R480,"R480 XT
(215RBHAGA11F)",R400,TSMC,130 nm,160 million,297 mm²,"Dec 1st, 2004","Radeon R400 PCIe
(X850)",End-of-life,,520 MHz,"540 MHz
1080 Mbps effective",256 MB,GDDR3,256 bit,34.56 GB/s,,16,16,,8.320 GPixel/s,8.320 GTexel/s,,,,,,69 W,"2x DVI
1x S-Video",9.0b (9_2),2.1,N/A,N/A,,PCIe 1.0 x16,58 in our database,,,Dual-slot,250 W,1x 6-pin,Radeon R300,Radeon R500 PCIe,,,,,16,6,16,6,780.0 MVertices/s,2.0b,2.0b,
Radeon X850 XT Platinum,https://www.techpowerup.com/gpu-specs/radeon-x850-xt-platinum.c103,2004,R480,,16,16,256 MB,GDDR3,256 bit,R480,"R480 XT
(215RBHAGA11F)",R400,TSMC,130 nm,160 million,297 mm²,"Dec 21st, 2004","Radeon R400 PCIe
(X850)",End-of-life,,540 MHz,"590 MHz
1180 Mbps effective",256 MB,GDDR3,256 bit,37.76 GB/s,,16,16,,8.640 GPixel/s,8.640 GTexel/s,,"186 mm
7.3 inches","111 mm
4.4 inches","41 mm
1.6 inches",,67 W,"1x DVI
1x VGA
1x S-Video",9.0b (9_2),2.1,N/A,N/A,,PCIe 1.0 x16,58 in our database,,,Dual-slot,250 W,1x 6-pin,Radeon R300,Radeon R500 PCIe,,A474-01,,,16,6,16,6,810.0 MVertices/s,2.0b,2.0b,
Radeon Xpress 200 IGP,https://www.techpowerup.com/gpu-specs/radeon-xpress-200-igp.c2478,2004,RC410,,2,2,System Shared,System Shared,System Shared,RC410,,Rage 8,,130 nm,unknown,73 mm²,"Nov 8th, 2004","Radeon IGP
(Xpress 200)",End-of-life,,300 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,,2,2,,600.0 MPixel/s,600.0 MTexel/s,,,,,,unknown,No outputs,9.0 (9_0),2.0,N/A,N/A,,PCI,,,,IGP,,,,,,,,,2,2,2,2,150.0 MVertices/s,2.0,2.0,
Radeon Xpress 200 IGP,https://www.techpowerup.com/gpu-specs/radeon-xpress-200-igp.c678,2004,RS480,,4,4,System Shared,System Shared,System Shared,RS480,,Rage 9,,110 nm,107 million,74 mm²,"Nov 8th, 2004","Radeon IGP
(Xpress 200)",End-of-life,,300 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,,4,4,,1.200 GPixel/s,1.200 GTexel/s,,,,,,unknown,No outputs,9.0,2.0,N/A,N/A,,PCIe 1.0 x16,,,,IGP,,,,,,,,,4,2,4,2,150.0 MVertices/s,2.0,2.0,
All-In-Wonder 9000 PRO,https://www.techpowerup.com/gpu-specs/all-in-wonder-9000-pro.c866,2003,RV250,,4,4,64 MB,DDR,128 bit,RV250,,Rage 7,TSMC,150 nm,36 million,97 mm²,"Mar 31st, 2003","All-In-Wonder
(9000)",End-of-life,,275 MHz,"270 MHz
540 Mbps effective",64 MB,DDR,128 bit,8.640 GB/s,,4,4,,1.100 GPixel/s,1.100 GTexel/s,,,,,,unknown,"1x DVI
2x S-Video",8.1,1.4,N/A,N/A,,AGP 8x,,,,Single-slot,200 W,None,,,,959-00,,,4,1,4,1,68.75 MVertices/s,1.4,1.1,
All-In-Wonder 9600,https://www.techpowerup.com/gpu-specs/all-in-wonder-9600.c869,2003,RV350,,4,4,128 MB,DDR,128 bit,RV350,,Rage 8,TSMC,130 nm,60 million,76 mm²,"Dec 3rd, 2003","All-In-Wonder
(9000)",End-of-life,,324 MHz,"196 MHz
392 Mbps effective",128 MB,DDR,128 bit,6.272 GB/s,,4,4,,1.296 GPixel/s,1.296 GTexel/s,,,,,,unknown,"1x VGA
1x S-Video",9.0 (9_0),2.0,N/A,N/A,,AGP 8x,2 in our database,,,Single-slot,200 W,None,,,,A225,,,4,2,4,2,162.0 MVertices/s,2.0,2.0,
All-In-Wonder 9600 PRO,https://www.techpowerup.com/gpu-specs/all-in-wonder-9600-pro.c113,2003,RV350,,4,4,128 MB,DDR,128 bit,RV350,,Rage 8,TSMC,130 nm,60 million,76 mm²,"Apr 1st, 2003","All-In-Wonder
(9000)",End-of-life,,398 MHz,"324 MHz
648 Mbps effective",128 MB,DDR,128 bit,10.37 GB/s,,4,4,,1.592 GPixel/s,1.592 GTexel/s,,,,,,unknown,"1x VGA
1x S-Video",9.0 (9_0),2.0,N/A,N/A,,AGP 8x,14 in our database,,,Single-slot,200 W,None,,,,A090,,,4,2,4,2,199.0 MVertices/s,2.0,2.0,
All-In-Wonder 9700 PRO,https://www.techpowerup.com/gpu-specs/all-in-wonder-9700-pro.c112,2003,R300,,8,8,128 MB,DDR,256 bit,R300,R300 AIW,Rage 8,TSMC,150 nm,110 million,215 mm²,"Jan 22nd, 2003","All-In-Wonder
(9000)",End-of-life,,325 MHz,"310 MHz
620 Mbps effective",128 MB,DDR,256 bit,19.84 GB/s,,8,8,,2.600 GPixel/s,2.600 GTexel/s,,,,,,unknown,"1x DVI
2x S-Video",9.0 (9_0),2.0,N/A,N/A,,AGP 8x,1 in our database,,,Single-slot,200 W,None,,,,957,,,8,4,8,4,325.0 MVertices/s,2.0,2.0,
All-In-Wonder 9800 PRO,https://www.techpowerup.com/gpu-specs/all-in-wonder-9800-pro.c110,2003,R350,,8,8,128 MB,DDR,256 bit,R350,R350 AIW,Rage 8,TSMC,150 nm,117 million,215 mm²,"Jun 16th, 2003","All-In-Wonder
(9000)",End-of-life,,378 MHz,"338 MHz
676 Mbps effective",128 MB,DDR,256 bit,21.63 GB/s,,8,8,,3.024 GPixel/s,3.024 GTexel/s,,,,,,unknown,"1x DVI
2x S-Video",9.0 (9_0),2.0,N/A,N/A,,AGP 8x,20 in our database,,,Single-slot,200 W,None,,,,957-00,,,8,4,8,4,378.0 MVertices/s,2.0,2.0,
All-In-Wonder 9800 SE,https://www.techpowerup.com/gpu-specs/all-in-wonder-9800-se.c8,2003,R350,,4,8,128 MB,DDR,128 bit,R350,R350 AIW,Rage 8,TSMC,150 nm,117 million,215 mm²,"Sep 10th, 2003","All-In-Wonder
(9000)",End-of-life,,378 MHz,"297 MHz
594 Mbps effective",128 MB,DDR,128 bit,9.504 GB/s,,4,8,,3.024 GPixel/s,1.512 GTexel/s,,,,,,unknown,"1x DVI
2x S-Video",9.0 (9_0),2.0,N/A,N/A,,AGP 8x,20 in our database,,,Single-slot,200 W,None,,,,957-00,,,4,4,4,4,378.0 MVertices/s,2.0,2.0,
FireGL 9600 T2-128,https://www.techpowerup.com/gpu-specs/firegl-9600-t2-128.c1380,2003,RV350,,4,4,128 MB,DDR,128 bit,RV350,RV350 GL,Rage 8,TSMC,130 nm,60 million,76 mm²,"Oct 1st, 2003","FireGL
(9000)",End-of-life,,398 MHz,"297 MHz
594 Mbps effective",128 MB,DDR,128 bit,9.504 GB/s,,4,4,,1.592 GPixel/s,1.592 GTexel/s,,,,,,unknown,"1x DVI
1x VGA",9.0 (9_0),2.0,N/A,N/A,,AGP 8x,14 in our database,,,Single-slot,200 W,None,,,,A034-00,,,4,2,4,2,199.0 MVertices/s,2.0,2.0,
FireGL 9600 T2-64S,https://www.techpowerup.com/gpu-specs/firegl-9600-t2-64s.c3097,2003,RV350,,4,4,64 MB,DDR,128 bit,RV350,RV350 GL,Rage 8,TSMC,130 nm,60 million,76 mm²,"Oct 1st, 2003","FireGL
(9000)",End-of-life,,324 MHz,"203 MHz
406 Mbps effective",64 MB,DDR,128 bit,6.496 GB/s,,4,4,,1.296 GPixel/s,1.296 GTexel/s,,,,,,unknown,1x LFH60,9.0 (9_0),2.0,N/A,N/A,,AGP 8x,,,,Single-slot,200 W,None,,,,A124,,,4,2,4,2,162.0 MVertices/s,2.0,2.0,
FireGL 9800 X2-256,https://www.techpowerup.com/gpu-specs/firegl-9800-x2-256.c1377,2003,R360,,8,8,256 MB,DDR2,256 bit,R360,R360 GL,Rage 9,TSMC,150 nm,117 million,218 mm²,"Mar 1st, 2003","FireGL
(9000)",End-of-life,,380 MHz,"350 MHz
700 Mbps effective",256 MB,DDR2,256 bit,22.40 GB/s,,8,8,,3.040 GPixel/s,3.040 GTexel/s,,,,,,unknown,"2x DVI
1x S-Video",9.0,2.0,N/A,N/A,,AGP 8x,5 in our database,,,Single-slot,200 W,1x Molex,,,,,,,8,4,8,4,380.0 MVertices/s,2.0,2.0,
FireGL 9800 X2-256T,https://www.techpowerup.com/gpu-specs/firegl-9800-x2-256t.c1375,2003,R360,,8,8,256 MB,DDR2,256 bit,R360,R360 GL,Rage 9,TSMC,150 nm,117 million,218 mm²,"Oct 1st, 2003","FireGL
(9000)",End-of-life,,412 MHz,"344 MHz
688 Mbps effective",256 MB,DDR2,256 bit,22.02 GB/s,,8,8,,3.296 GPixel/s,3.296 GTexel/s,,,,,,unknown,2x DVI,9.0,2.0,N/A,N/A,,AGP 8x,5 in our database,,,Single-slot,200 W,1x Molex,,,,A234-00,,,8,4,8,4,412.0 MVertices/s,2.0,2.0,
Mobility FireGL T2,https://www.techpowerup.com/gpu-specs/mobility-firegl-t2.c1660,2003,M10,,4,4,128 MB,DDR,128 bit,M10,M10 GL,Rage 8,TSMC,130 nm,76 million,92 mm²,"Nov 1st, 2003",Mobility FireGL,End-of-life,,320 MHz,"200 MHz
400 Mbps effective",128 MB,DDR,128 bit,6.400 GB/s,,4,4,,1.280 GPixel/s,1.280 GTexel/s,,,,,,unknown,No outputs,9.0 (9_0),2.0,N/A,N/A,,AGP 4x,2 in our database,,,,,,,,,,,,4,2,4,2,160.0 MVertices/s,2.0,2.0,
Mobility Radeon,https://www.techpowerup.com/gpu-specs/mobility-radeon.c1588,2003,M6,,3,1,16 MB,DDR,64 bit,M6,M6-C16h,Rage 6,TSMC,180 nm,30 million,115 mm²,2003,"M6
(Mobility)",End-of-life,,144 MHz,"144 MHz
288 Mbps effective",16 MB,DDR,64 bit,2.304 GB/s,,3,1,,144.0 MPixel/s,432.0 MTexel/s,,,,,,unknown,No outputs,7.0,1.3,N/A,N/A,,AGP 4x,2 in our database,,,IGP,,,Rage Mobility,M7,,,,,1,N/A,1,0,,N/A,N/A,
Mobility Radeon,https://www.techpowerup.com/gpu-specs/mobility-radeon.c1587,2003,M6,,3,1,16 MB,DDR,64 bit,M6,M6-C16,Rage 6,TSMC,180 nm,30 million,115 mm²,2003,"M6
(Mobility)",End-of-life,,144 MHz,"144 MHz
288 Mbps effective",16 MB,DDR,64 bit,2.304 GB/s,,3,1,,144.0 MPixel/s,432.0 MTexel/s,,,,,,unknown,No outputs,7.0,1.3,N/A,N/A,,AGP 4x,2 in our database,,,IGP,,,Rage Mobility,M7,,,,,1,N/A,1,0,,N/A,N/A,
Mobility Radeon 7000 IGP,https://www.techpowerup.com/gpu-specs/mobility-radeon-7000-igp.c1215,2003,RS250,,3,1,System Shared,System Shared,System Shared,RS250,,Rage 6,,180 nm,30 million,97 mm²,"Mar 1st, 2003","Radeon IGP
(Mobility 7000)",End-of-life,,183 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,,3,1,,183.0 MPixel/s,549.0 MTexel/s,,,,,,unknown,No outputs,7.0,1.3,N/A,N/A,,AGP 4x,2 in our database,,,IGP,,None,,,,,,,2,N/A,2,0,,,,
Mobility Radeon 9000 IGP,https://www.techpowerup.com/gpu-specs/mobility-radeon-9000-igp.c102,2003,RC300,,2,2,System Shared,System Shared,System Shared,RC300,RC300MB,Rage 7,,150 nm,76 million,92 mm²,"May 1st, 2003","Radeon IGP
(Mobility 9000)",End-of-life,,300 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,,2,2,,600.0 MPixel/s,600.0 MTexel/s,,,,,,unknown,No outputs,8.1,1.4,N/A,N/A,,AGP 4x,4 in our database,,,IGP,,None,,,,,,,2,1,2,1,75.00 MVertices/s,1.4,1.1,
Mobility Radeon 9000 IGP,https://www.techpowerup.com/gpu-specs/mobility-radeon-9000-igp.c2122,2003,RS300,,2,2,System Shared,System Shared,System Shared,RS300,,Rage 7,,150 nm,76 million,92 mm²,"May 1st, 2003","Radeon IGP
(Mobility 9000)",End-of-life,,300 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,,2,2,,600.0 MPixel/s,600.0 MTexel/s,,,,,,unknown,No outputs,8.1,1.4,N/A,N/A,,AGP 8x,4 in our database,,,IGP,,None,,,,,,,2,1,2,1,75.00 MVertices/s,1.4,1.1,
Mobility Radeon 9000 IGP,https://www.techpowerup.com/gpu-specs/mobility-radeon-9000-igp.c2121,2003,RS350,,2,2,System Shared,System Shared,System Shared,RS350,,Rage 7,,150 nm,76 million,92 mm²,"May 1st, 2003","Radeon IGP
(Mobility 9000)",End-of-life,,222 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,,2,2,,444.0 MPixel/s,444.0 MTexel/s,,,,,,unknown,No outputs,8.1,1.4,N/A,N/A,,AGP 4x,4 in our database,,,IGP,,None,,,,,,,2,N/A,2,0,,1.4,1.1,
Mobility Radeon 9100 IGP,https://www.techpowerup.com/gpu-specs/mobility-radeon-9100-igp.c101,2003,RS300,,2,2,System Shared,System Shared,System Shared,RS300,,Rage 7,,150 nm,76 million,92 mm²,"Jun 23rd, 2003","Radeon IGP
(Mobility 9000)",End-of-life,,300 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,,2,2,,600.0 MPixel/s,600.0 MTexel/s,,,,,,unknown,No outputs,8.1,1.4,N/A,N/A,,AGP 4x,4 in our database,,,IGP,,None,,,,,,,2,1,2,1,75.00 MVertices/s,1.4,1.1,
Mobility Radeon 9100 PRO IGP,https://www.techpowerup.com/gpu-specs/mobility-radeon-9100-pro-igp.c100,2003,RS350,,2,2,System Shared,System Shared,System Shared,RS350,,Rage 7,,150 nm,76 million,92 mm²,"Jun 23rd, 2003","Radeon IGP
(Mobility 9000)",End-of-life,,300 MHz,System Shared,System Shared,System Shared,System Shared,System Dependent,,2,2,,600.0 MPixel/s,600.0 MTexel/s,,,,,,unknown,No outputs,8.1,1.4,N/A,N/A,,AGP 4x,4 in our database,,,IGP,,None,,,,,,,2,N/A,2,0,,1.4,1.1,
Mobility Radeon 9200,https://www.techpowerup.com/gpu-specs/mobility-radeon-9200.c1597,2003,M9,,4,4,32 MB,DDR,64 bit,M9,Mobility,Rage 7,UMC,150 nm,36 million,81 mm²,"Mar 1st, 2003","M9
(Mobility 9000)",End-of-life,,250 MHz,"200 MHz
400 Mbps effective",32 MB,DDR,64 bit,3.200 GB/s,,4,4,,1.000 GPixel/s,1.000 GTexel/s,,,,,,unknown,No outputs,8.1,1.4,N/A,N/A,,AGP 4x,2 in our database,,,,,,M7,M1x,,,,,4,1,4,1,62.50 MVertices/s,1.4,1.1,
Mobility Radeon 9200,https://www.techpowerup.com/gpu-specs/mobility-radeon-9200.c1785,2003,M9+,,4,4,32 MB,DDR,256 bit,M9+,,Rage 7,UMC,150 nm,36 million,81 mm²,"Mar 1st, 2003","M9
(Mobility 9000)",End-of-life,,200 MHz,"230 MHz
460 Mbps effective",32 MB,DDR,256 bit,14.72 GB/s,,4,4,,800.0 MPixel/s,800.0 MTexel/s,,,,,,unknown,No outputs,8.1,1.4,N/A,N/A,,AGP 8x,2 in our database,,,,,,M7,M1x,,,,,4,1,4,1,50.00 MVertices/s,1.4,1.1,
Radeon 9100,https://www.techpowerup.com/gpu-specs/radeon-9100.c804,2003,R200,,8,4,64 MB,DDR,128 bit,R200,,Rage 7,TSMC,150 nm,60 million,120 mm²,"Apr 1st, 2003","Radeon R200
(9100)",End-of-life,,250 MHz,"250 MHz
500 Mbps effective",64 MB,DDR,128 bit,8.000 GB/s,,8,4,,1.000 GPixel/s,2.000 GTexel/s,,,,,,28 W,No outputs,8.1,1.3,N/A,N/A,,AGP 4x,,,,Single-slot,200 W,None,Radeon R100,Radeon R300,,,,,4,2,4,2,125.0 MVertices/s,1.4,1.1,
Radeon 9100 PCI,https://www.techpowerup.com/gpu-specs/radeon-9100-pci.c805,2003,R200,,8,4,64 MB,DDR,128 bit,R200,,Rage 7,TSMC,150 nm,60 million,120 mm²,"Apr 1st, 2003","Radeon R200
(9100)",End-of-life,,250 MHz,"250 MHz
500 Mbps effective",64 MB,DDR,128 bit,8.000 GB/s,,8,4,,1.000 GPixel/s,2.000 GTexel/s,,,,,,unknown,"1x DVI
1x VGA",8.1,1.3,N/A,N/A,,PCI,,,,Single-slot,200 W,None,Radeon R100,Radeon R300,,,,,4,2,4,2,125.0 MVertices/s,1.4,1.1,
Radeon 9200,https://www.techpowerup.com/gpu-specs/radeon-9200.c471,2003,RV280,,4,4,128 MB,DDR,128 bit,RV280,215L78AVA12PH,Rage 7,UMC,150 nm,36 million,98 mm²,"May 1st, 2003","Radeon R200
(9200)",End-of-life,,250 MHz,"200 MHz
400 Mbps effective",128 MB,DDR,128 bit,6.400 GB/s,,4,4,,1.000 GPixel/s,1.000 GTexel/s,,,,,,28 W,"1x DVI
1x VGA
1x S-Video",8.1,1.4,N/A,N/A,,AGP 8x,1 in our database,,,Single-slot,200 W,None,Radeon R100,Radeon R300,,,,,4,1,4,1,62.50 MVertices/s,1.4,1.1,
Radeon 9200 LE,https://www.techpowerup.com/gpu-specs/radeon-9200-le.c55,2003,RV280,,4,4,64 MB,DDR,128 bit,RV280,,Rage 7,UMC,150 nm,36 million,98 mm²,"May 1st, 2003","Radeon R200
(9200)",End-of-life,,250 MHz,"200 MHz
400 Mbps effective",64 MB,DDR,128 bit,6.400 GB/s,,4,4,,1.000 GPixel/s,1.000 GTexel/s,,,,,,28 W,"1x DVI
1x VGA
1x S-Video",8.1,1.4,N/A,N/A,,AGP 8x,1 in our database,,,Single-slot,200 W,1x Molex,Radeon R100,Radeon R300,,,,,4,1,4,1,62.50 MVertices/s,1.4,1.1,
Radeon 9200 PCI,https://www.techpowerup.com/gpu-specs/radeon-9200-pci.c934,2003,RV280,,4,4,128 MB,DDR,128 bit,RV280,,Rage 7,UMC,150 nm,36 million,98 mm²,"May 1st, 2003","Radeon R200
(9200)",End-of-life,,250 MHz,"200 MHz
400 Mbps effective",128 MB,DDR,128 bit,6.400 GB/s,,4,4,,1.000 GPixel/s,1.000 GTexel/s,,,,,,28 W,"1x DVI
1x VGA
1x S-Video",8.1,1.4,N/A,N/A,,PCI,1 in our database,,,Single-slot,200 W,None,Radeon R100,Radeon R300,,,,,4,1,4,1,62.50 MVertices/s,1.4,1.1,
Radeon 9200 PRO,https://www.techpowerup.com/gpu-specs/radeon-9200-pro.c1800,2003,RV280,,4,4,128 MB,DDR,128 bit,RV280,,Rage 7,UMC,150 nm,36 million,98 mm²,"May 1st, 2003","Radeon R200
(9200)",End-of-life,,240 MHz,"166 MHz
332 Mbps effective",128 MB,DDR,128 bit,5.312 GB/s,,4,4,,960.0 MPixel/s,960.0 MTexel/s,,,,,,28 W,"1x DVI
1x VGA
1x S-Video",8.1,1.4,N/A,N/A,,AGP 8x,1 in our database,,,Single-slot,200 W,None,Radeon R100,Radeon R300,,,,,4,1,4,1,60.00 MVertices/s,1.4,1.1,
Radeon 9200 SE,https://www.techpowerup.com/gpu-specs/radeon-9200-se.c48,2003,RV280,,4,4,64 MB,DDR,64 bit,RV280,215J78AVA12PH,Rage 7,UMC,150 nm,36 million,98 mm²,"Mar 1st, 2003","Radeon R200
(9200)",End-of-life,,200 MHz,"166 MHz
332 Mbps effective",64 MB,DDR,64 bit,2.656 GB/s,,4,4,,800.0 MPixel/s,800.0 MTexel/s,,,,,,28 W,"1x DVI
1x VGA
1x S-Video",8.1,1.4,N/A,N/A,,AGP 8x,1 in our database,,,Single-slot,200 W,None,Radeon R100,Radeon R300,,,,,4,1,4,1,50.00 MVertices/s,1.4,1.1,
Radeon 9200 SE PCI,https://www.techpowerup.com/gpu-specs/radeon-9200-se-pci.c933,2003,RV280,,4,4,64 MB,DDR,64 bit,RV280,,Rage 7,UMC,150 nm,36 million,98 mm²,"Mar 1st, 2003","Radeon R200
(9200)",End-of-life,,200 MHz,"166 MHz
332 Mbps effective",64 MB,DDR,64 bit,2.656 GB/s,,4,4,,800.0 MPixel/s,800.0 MTexel/s,,,,,,28 W,"1x DVI
1x VGA
1x S-Video",8.1,1.4,N/A,N/A,,PCI,1 in our database,,,Single-slot,200 W,None,Radeon R100,Radeon R300,,,,,4,1,4,1,50.00 MVertices/s,1.4,1.1,
Radeon 9500,https://www.techpowerup.com/gpu-specs/radeon-9500.c481,2003,R300,,4,4,64 MB,DDR,256 bit,R300,,Rage 8,TSMC,150 nm,110 million,215 mm²,"Mar 1st, 2003","Radeon R300
(9500)",End-of-life,,275 MHz,"270 MHz
540 Mbps effective",64 MB,DDR,256 bit,17.28 GB/s,,4,4,,1.100 GPixel/s,1.100 GTexel/s,,,,,,12 W,"1x DVI
1x VGA
1x S-Video",9.0 (9_0),2.0,N/A,N/A,,AGP 8x,2 in our database,,,Single-slot,200 W,None,Radeon R200,Radeon R400 AGP,,942,,,4,4,4,4,275.0 MVertices/s,2.0,2.0,
Radeon 9550,https://www.techpowerup.com/gpu-specs/radeon-9550.c33,2003,RV350,,4,4,64 MB,DDR,128 bit,RV350,"RV350 LX
(215R8NCKA13F)",Rage 8,TSMC,130 nm,60 million,76 mm²,"Oct 1st, 2003","Radeon R300
(9500)",End-of-life,,250 MHz,"200 MHz
400 Mbps effective",64 MB,DDR,128 bit,6.400 GB/s,,4,4,,1.000 GPixel/s,1.000 GTexel/s,,,,,,unknown,"1x DVI
1x VGA
1x S-Video",9.0 (9_0),2.0,N/A,N/A,,AGP 8x,7 in our database,,,Single-slot,200 W,None,Radeon R200,Radeon R400 AGP,,A035,,,4,2,4,2,125.0 MVertices/s,2.0,2.0,
Radeon 9550 SE,https://www.techpowerup.com/gpu-specs/radeon-9550-se.c480,2003,RV350,,4,4,64 MB,DDR,64 bit,RV350,,Rage 8,TSMC,130 nm,60 million,76 mm²,"Mar 1st, 2003","Radeon R300
(9500)",End-of-life,,250 MHz,"200 MHz
400 Mbps effective",64 MB,DDR,64 bit,3.200 GB/s,,4,4,,1.000 GPixel/s,1.000 GTexel/s,,,,,,unknown,"1x DVI
1x VGA
1x S-Video",9.0 (9_0),2.0,N/A,N/A,,AGP 8x,7 in our database,,,Single-slot,200 W,None,Radeon R200,Radeon R400 AGP,,,,,4,2,4,2,125.0 MVertices/s,2.0,2.0,
Radeon 9600,https://www.techpowerup.com/gpu-specs/radeon-9600.c469,2003,RV350,,4,4,64 MB,DDR,128 bit,RV350,"RV350 LE
(215RCKALA11F)",Rage 8,TSMC,130 nm,60 million,76 mm²,"Oct 1st, 2003","Radeon R300
(9600)",End-of-life,,324 MHz,"189 MHz
378 Mbps effective",64 MB,DDR,128 bit,6.048 GB/s,,4,4,,1.296 GPixel/s,1.296 GTexel/s,,,,,,12 W,"1x DVI
1x VGA
1x S-Video",9.0 (9_0),2.0,N/A,N/A,,AGP 8x,14 in our database,,,Single-slot,200 W,None,Radeon R200,Radeon R400 AGP,,A035,,,4,2,4,2,162.0 MVertices/s,2.0,2.0,
Radeon 9600 PRO,https://www.techpowerup.com/gpu-specs/radeon-9600-pro.c31,2003,RV350,,4,4,128 MB,DDR,128 bit,RV350,"RV350 PRO
(215R8JAGA12F)",Rage 8,TSMC,130 nm,60 million,76 mm²,"Oct 1st, 2003","Radeon R300
(9600)",End-of-life,,400 MHz,"300 MHz
600 Mbps effective",128 MB,DDR,128 bit,9.600 GB/s,,4,4,,1.600 GPixel/s,1.600 GTexel/s,,,,,,18 W,"1x DVI
1x VGA
1x S-Video",9.0 (9_0),2.0,N/A,N/A,,AGP 8x,14 in our database,,,Single-slot,200 W,None,Radeon R200,Radeon R400 AGP,,852,,,4,2,4,2,200.0 MVertices/s,2.0,2.0,
Radeon 9600 SE,https://www.techpowerup.com/gpu-specs/radeon-9600-se.c466,2003,RV350,,4,4,64 MB,DDR,64 bit,RV350,RV350 SE,Rage 8,TSMC,130 nm,60 million,76 mm²,"Oct 1st, 2003","Radeon R300
(9600)",End-of-life,,325 MHz,"200 MHz
400 Mbps effective",64 MB,DDR,64 bit,3.200 GB/s,,4,4,,1.300 GPixel/s,1.300 GTexel/s,,,,,,unknown,"1x DVI
1x VGA
1x S-Video",9.0 (9_0),2.0,N/A,N/A,,AGP 8x,14 in our database,,,Single-slot,200 W,None,Radeon R200,Radeon R400 AGP,,A175,,,4,2,4,2,162.5 MVertices/s,2.0,2.0,
Radeon 9600 TX,https://www.techpowerup.com/gpu-specs/radeon-9600-tx.c2104,2003,R300,,8,8,128 MB,DDR,128 bit,R300,"R300 9600 TX
(215R8GAGA13F)",Rage 8,TSMC,150 nm,110 million,215 mm²,"Oct 7th, 2003","Radeon R300
(9600)",End-of-life,,297 MHz,"270 MHz
540 Mbps effective",128 MB,DDR,128 bit,8.640 GB/s,,8,8,,2.376 GPixel/s,2.376 GTexel/s,,,,,,unknown,"2x VGA
1x S-Video",9.0 (9_0),2.0,N/A,N/A,,AGP 8x,14 in our database,,,Single-slot,200 W,Floppy,Radeon R200,Radeon R400 AGP,,,,,8,4,8,4,297.0 MVertices/s,2.0,2.0,
Radeon 9600 XT,https://www.techpowerup.com/gpu-specs/radeon-9600-xt.c30,2003,RV360,,4,4,128 MB,DDR,128 bit,RV360,"RV360 XT
(215R9JCGA13F)",Rage 9,TSMC,130 nm,60 million,76 mm²,"Oct 1st, 2003","Radeon R300
(9600)",End-of-life,,500 MHz,"300 MHz
600 Mbps effective",128 MB,DDR,128 bit,9.600 GB/s,,4,4,,2.000 GPixel/s,2.000 GTexel/s,,,,,,22 W,"1x DVI
1x VGA
1x S-Video",9.0 (9_0),2.0,N/A,N/A,,AGP 8x,14 in our database,,,Single-slot,200 W,None,Radeon R200,Radeon R400 AGP,,A034,,,4,2,4,2,250.0 MVertices/s,2.0,2.0,
Radeon 9800,https://www.techpowerup.com/gpu-specs/radeon-9800.c1816,2003,R350,,8,8,128 MB,DDR,256 bit,R350,,Rage 8,TSMC,150 nm,117 million,215 mm²,"Mar 1st, 2003","Radeon R300
(9800)",End-of-life,,325 MHz,"290 MHz
580 Mbps effective",128 MB,DDR,256 bit,18.56 GB/s,,8,8,,2.600 GPixel/s,2.600 GTexel/s,,,,,,37 W,"1x DVI
1x VGA
1x S-Video",9.0 (9_0),2.0,N/A,N/A,,AGP 8x,20 in our database,,,Single-slot,200 W,1x Molex,Radeon R200,Radeon R400 AGP,,A075,,,8,4,8,4,325.0 MVertices/s,2.0,2.0,
